EmployeeID,Name,Department,JoiningDate,Salary,Email,Phone
1068,Charlie,finance,2021-05-12,,charlie@example,(123)456-7890
1068,Alice,finance,2021-05-12,75000USD,,9876543210
1075,Bob,Operations,,85000,charlie@example,
1073,Eve,Finance,2020-11-30,75000USD,charlie@example,123.456.7890
1014,,Operations,2021-05-12,60000,bob_at_example.com,(123)456-7890
1006,Eve,it,2020-11-30,60000,bob_at_example.com,(123)456-7890
1098,Bob,IT,,"65,000",charlie@example,123-456-7890
1083,Frank,it,2020-11-30,"65,000",charlie@example,123.456.7890
1015,Eve,HR,2021-05-12,,eve@@example.com,(123)456-7890
1022,Bob,Finance,2022/01/15,75000USD,alice@example.com,
1090,Diana,it,12/05/2021,60000,,123.456.7890
1039,,Finance,2020-11-30,75000USD,charlie@example,123.456.7890
1061,Frank,IT,2022/01/15,55000,,123-456-7890
1086,,Finance,,85000,eve@@example.com,123.456.7890
1028,Alice,Finance,,85000,diana@example.com,
1042,Eve,it,,,eve@@example.com,9876543210
1090,Charlie,it,12/05/2021,85000,diana@example.com,9876543210
1004,Frank,Operations,2020-11-30,,alice@example.com,9876543210
1078,Eve,finance,2020-11-30,75000USD,,
1089,Eve,,2022/01/15,"65,000",diana@example.com,9876543210
1055,Eve,IT,2021-05-12,72000,diana@example.com,(123)456-7890
1100,Alice,HR,2022/01/15,85000,,123.456.7890
1009,,IT,,85000,eve@@example.com,(123)456-7890
1034,Diana,HR,2020-11-30,55000,diana@example.com,(123)456-7890
1086,Bob,finance,,75000USD,charlie@example,123-456-7890
1070,Diana,,12/05/2021,85000,eve@@example.com,
1086,Diana,HR,2021-05-12,72000,diana@example.com,(123)456-7890
1022,Diana,Operations,12/05/2021,55000,bob_at_example.com,
1050,Diana,Operations,2020-11-30,55000,,123-456-7890
1013,Bob,Operations,2022/01/15,60000,,123.456.7890
1040,Diana,HR,2022/01/15,60000,alice@example.com,123-456-7890
1026,Charlie,Operations,,60000,alice@example.com,123.456.7890
1015,,finance,12/05/2021,,alice@example.com,123.456.7890
1001,,Finance,2022/01/15,72000,bob_at_example.com,9876543210
1070,Alice,IT,2020-11-30,,,123.456.7890
1035,Diana,,2020-11-30,55000,eve@@example.com,(123)456-7890
1024,Bob,finance,2022/01/15,75000USD,eve@@example.com,9876543210
1051,Frank,finance,2020-11-30,,alice@example.com,9876543210
1088,Eve,finance,2022/01/15,,bob_at_example.com,123.456.7890
1015,Alice,Operations,2022/01/15,,alice@example.com,9876543210
1033,Charlie,HR,12/05/2021,"65,000",alice@example.com,
1049,Alice,it,,"65,000",charlie@example,123.456.7890
1098,Diana,it,,60000,bob_at_example.com,123-456-7890
1023,,it,,60000,alice@example.com,
1070,,HR,2022/01/15,85000,,(123)456-7890
1079,Bob,Finance,12/05/2021,60000,eve@@example.com,
1073,Bob,HR,2022/01/15,72000,charlie@example,9876543210
1000,Eve,finance,12/05/2021,85000,charlie@example,123.456.7890
1024,Frank,,2022/01/15,75000USD,diana@example.com,123.456.7890
1036,Bob,IT,2020-11-30,"65,000",,(123)456-7890
1029,Bob,Finance,2022/01/15,85000,diana@example.com,
1086,Diana,HR,2021-05-12,72000,diana@example.com,(123)456-7890
1015,,finance,12/05/2021,,alice@example.com,123.456.7890
1042,,HR,2020-11-30,75000USD,eve@@example.com,
1048,Charlie,Finance,2022/01/15,72000,eve@@example.com,
1016,Alice,Finance,2022/01/15,75000USD,bob_at_example.com,
1059,Frank,HR,12/05/2021,85000,eve@@example.com,123.456.7890
